EndDate,000002,000036,000090,000157,000338,000402,000408,000429,000488,000541,000550,000581,000651,000656,000672,000718,000726,000789,000828,000830,000848,000895,000932,000933,000937,000961,000983,002003,002030,002042,002043,002048,002088,002110,002128,002146,002154,002206,002233,002238,002242,002267,002303,002327,002335,002367,002372,002416,002419,002443,002516,002540,002563,002572,002601,002737,002756,002763,002867,002884,002932,300107,300121,300193,300230,300403,301109,600000,600012,600015,600016,600019,600023,600027,600028,600036,600039,600048,600057,600064,600066,600096,600104,600114,600123,600153,600162,600177,600188,600256,600261,600273,600282,600295,600325,600327,600348,600350,600373,600376,600377,600383,600389,600395,600398,600461,600479,600502,600546,600548,600565,600585,600594,600603,600606,600642,600660,600674,600688,600694,600704,600729,600737,600741,600755,600757,600782,600801,600808,600823,600873,600886,600900,600901,600919,600938,600971,600985,600997,601000,601001,601003,601006,601009,601019,601077,601088,601098,601101,601126,601166,601168,601169,601187,601216,601225,601229,601288,601318,601328,601398,601598,601601,601636,601658,601666,601668,601699,601717,601818,601825,601838,601857,601916,601919,601928,601939,601963,601988,601997,601998,603156,603328,603355,603565,603706,603858,603878,603886,603967,605368,688606,920599
2020-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-31,0.702,1.723,0.0,0.724,0.547,0.753,0.0,0.0,0.684,0.63,0.0,0.891,0.0,0.989,0.0,1.752,0.573,1.027,0.683,0.0,0.694,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,1.069,1.606,0.0,0.929,0.0,0.669,1.236,1.757,0.763,0.0,0.884,0.0,0.753,1.202,0.661,0.0,0.641,0.0,1.364,0.0,0.0,0.0,1.02,1.225,1.589,0.0,0.0,1.116,0.0,1.007,0.991,0.0,1.26,0.534,0.0,0.0,0.0,0.0,1.138,1.241,0.918,0.0,1.206,0.592,0.0,0.826,0.0,0.0,0.993,0.0,0.89,0.695,0.0,1.005,0.57,0.829,1.958,0.0,0.0,0.0,1.58,0.0,0.995,2.007,1.094,1.025,0.0,0.975,0.843,0.917,0.0,1.493,0.775,0.0,0.0,0.0,0.0,1.216,0.901,0.748,0.0,1.481,0.922,0.681,0.761,0.659,0.767,0.0,0.915,0.0,0.0,0.782,0.0,0.0,0.0,0.0,1.262,0.931,1.073,0.513,0.724,0.0,0.0,0.0,1.386,1.107,0.0,0.0,0.0,1.835,1.171,0.959,0.0,0.0,1.146,0.898,0.0,0.0,0.818,0.0,1.021,0.0,0.0,0.0,0.0,0.946,0.0,1.038,0.875,0.0,0.642,1.348,0.0,0.0,0.59,0.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.986,0.0,0.792,1.238,1.671,0.974,0.0,0.0,1.142,0.956,0.0,0.0,0.0,0.0,0.0
2021-01-04,0.702,1.723,0.0,0.724,0.547,0.753,0.0,0.0,0.684,0.63,0.0,0.891,0.0,0.989,0.0,1.752,0.573,1.027,0.683,0.0,0.694,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,1.069,1.606,0.0,0.929,0.0,0.669,1.236,1.757,0.763,0.0,0.884,0.0,0.753,1.202,0.661,0.0,0.641,0.0,1.364,0.0,0.0,0.0,1.02,1.225,1.589,0.0,0.0,1.116,0.0,1.007,0.991,0.0,1.26,0.534,0.0,0.0,0.0,0.0,1.138,1.241,0.918,0.0,1.206,0.592,0.0,0.826,0.0,0.0,0.993,0.0,0.89,0.695,0.0,1.005,0.57,0.829,1.958,0.0,0.0,0.0,1.58,0.0,0.995,2.007,1.094,1.025,0.0,0.975,0.843,0.917,0.0,1.493,0.775,0.0,0.0,0.0,0.0,1.216,0.901,0.748,0.0,1.481,0.922,0.681,0.761,0.659,0.767,0.0,0.915,0.0,0.0,0.782,0.0,0.0,0.0,0.0,1.262,0.931,1.073,0.513,0.724,0.0,0.0,0.0,1.386,1.107,0.0,0.0,0.0,1.835,1.171,0.959,0.0,0.0,1.146,0.898,0.0,0.0,0.818,0.0,1.021,0.0,0.0,0.0,0.0,0.946,0.0,1.038,0.875,0.0,0.642,1.348,0.0,0.0,0.59,0.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.986,0.0,0.792,1.238,1.671,0.974,0.0,0.0,1.142,0.956,0.0,0.0,0.0,0.0,0.0
2021-01-05,0.702,1.723,0.0,0.724,0.547,0.753,0.0,0.0,0.684,0.63,0.0,0.891,0.0,0.989,0.0,1.752,0.573,1.027,0.683,0.0,0.694,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,1.069,1.606,0.0,0.929,0.0,0.669,1.236,1.757,0.763,0.0,0.884,0.0,0.753,1.202,0.661,0.0,0.641,0.0,1.364,0.0,0.0,0.0,1.02,1.225,1.589,0.0,0.0,1.116,0.0,1.007,0.991,0.0,1.26,0.534,0.0,0.0,0.0,0.0,1.138,1.241,0.918,0.0,1.206,0.592,0.0,0.826,0.0,0.0,0.993,0.0,0.89,0.695,0.0,1.005,0.57,0.829,1.958,0.0,0.0,0.0,1.58,0.0,0.995,2.007,1.094,1.025,0.0,0.975,0.843,0.917,0.0,1.493,0.775,0.0,0.0,0.0,0.0,1.216,0.901,0.748,0.0,1.481,0.922,0.681,0.761,0.659,0.767,0.0,0.915,0.0,0.0,0.782,0.0,0.0,0.0,0.0,1.262,0.931,1.073,0.513,0.724,0.0,0.0,0.0,1.386,1.107,0.0,0.0,0.0,1.835,1.171,0.959,0.0,0.0,1.146,0.898,0.0,0.0,0.818,0.0,1.021,0.0,0.0,0.0,0.0,0.946,0.0,1.038,0.875,0.0,0.642,1.348,0.0,0.0,0.59,0.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.986,0.0,0.792,1.238,1.671,0.974,0.0,0.0,1.142,0.956,0.0,0.0,0.0,0.0,0.0
2021-01-06,0.702,1.723,0.0,0.724,0.547,0.753,0.0,0.0,0.684,0.63,0.0,0.891,0.0,0.989,0.0,1.752,0.573,1.027,0.683,0.0,0.694,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,1.069,1.606,0.0,0.929,0.0,0.669,1.236,1.757,0.763,0.0,0.884,0.0,0.753,1.202,0.661,0.0,0.641,0.0,1.364,0.0,0.0,0.0,1.02,1.225,1.589,0.0,0.0,1.116,0.0,1.007,0.991,0.0,1.26,0.534,0.0,0.0,0.0,0.0,1.138,1.241,0.918,0.0,1.206,0.592,0.0,0.826,0.0,0.0,0.993,0.0,0.89,0.695,0.0,1.005,0.57,0.829,1.958,0.0,0.0,0.0,1.58,0.0,0.995,2.007,1.094,1.025,0.0,0.975,0.843,0.917,0.0,1.493,0.775,0.0,0.0,0.0,0.0,1.216,0.901,0.748,0.0,1.481,0.922,0.681,0.761,0.659,0.767,0.0,0.915,0.0,0.0,0.782,0.0,0.0,0.0,0.0,1.262,0.931,1.073,0.513,0.724,0.0,0.0,0.0,1.386,1.107,0.0,0.0,0.0,1.835,1.171,0.959,0.0,0.0,1.146,0.898,0.0,0.0,0.818,0.0,1.021,0.0,0.0,0.0,0.0,0.946,0.0,1.038,0.875,0.0,0.642,1.348,0.0,0.0,0.59,0.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.986,0.0,0.792,1.238,1.671,0.974,0.0,0.0,1.142,0.956,0.0,0.0,0.0,0.0,0.0
2021-01-07,0.702,1.723,0.0,0.724,0.547,0.753,0.0,0.0,0.684,0.63,0.0,0.891,0.0,0.989,0.0,1.752,0.573,1.027,0.683,0.0,0.694,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,1.069,1.606,0.0,0.929,0.0,0.669,1.236,1.757,0.763,0.0,0.884,0.0,0.753,1.202,0.661,0.0,0.641,0.0,1.364,0.0,0.0,0.0,1.02,1.225,1.589,0.0,0.0,1.116,0.0,1.007,0.991,0.0,1.26,0.534,0.0,0.0,0.0,0.0,1.138,1.241,0.918,0.0,1.206,0.592,0.0,0.826,0.0,0.0,0.993,0.0,0.89,0.695,0.0,1.005,0.57,0.829,1.958,0.0,0.0,0.0,1.58,0.0,0.995,2.007,1.094,1.025,0.0,0.975,0.843,0.917,0.0,1.493,0.775,0.0,0.0,0.0,0.0,1.216,0.901,0.748,0.0,1.481,0.922,0.681,0.761,0.659,0.767,0.0,0.915,0.0,0.0,0.782,0.0,0.0,0.0,0.0,1.262,0.931,1.073,0.513,0.724,0.0,0.0,0.0,1.386,1.107,0.0,0.0,0.0,1.835,1.171,0.959,0.0,0.0,1.146,0.898,0.0,0.0,0.818,0.0,1.021,0.0,0.0,0.0,0.0,0.946,0.0,1.038,0.875,0.0,0.642,1.348,0.0,0.0,0.59,0.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.986,0.0,0.792,1.238,1.671,0.974,0.0,0.0,1.142,0.956,0.0,0.0,0.0,0.0,0.0
2021-01-08,0.702,1.723,0.0,0.724,0.547,0.753,0.0,0.0,0.684,0.63,0.0,0.891,0.0,0.989,0.0,1.752,0.573,1.027,0.683,0.0,0.694,0.787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453,0.0,0.0,1.069,1.606,0.0,0.929,0.0,0.669,1.236,1.757,0.763,0.0,0.884,0.0,0.753,1.202,0.661,0.0,0.641,0.0,1.364,0.0,0.0,0.0,1.02,1.225,1.589,0.0,0.0,1.116,0.0,1.007,0.991,0.0,1.26,0.534,0.0,0.0,0.0,0.0,1.138,1.241,0.918,0.0,1.206,0.592,0.0,0.826,0.0,0.0,0.993,0.0,0.89,0.695,0.0,1.005,0.57,0.829,1.958,0.0,0.0,0.0,1.58,0.0,0.995,2.007,1.094,1.025,0.0,0.975,0.843,0.917,0.0,1.493,0.775,0.0,0.0,0.0,0.0,1.216,0.901,0.748,0.0,1.481,0.922,0.681,0.761,0.659,0.767,0.0,0.915,0.0,0.0,0.782,0.0,0.0,0.0,0.0,1.262,0.931,1.073,0.513,0.724,0.0,0.0,0.0,1.386,1.107,0.0,0.0,0.0,1.835,1.171,0.959,0.0,0.0,1.146,0.898,0.0,0.0,0.818,0.0,1.021,0.0,0.0,0.0,0.0,0.946,0.0,1.038,0.875,0.0,0.642,1.348,0.0,0.0,0.59,0.0,0.0,0.871,0.0,0.0,0.0,0.0,0.0,0.0,0.801,0.0,0.986,0.0,0.792,1.238,1.671,0.974,0.0,0.0,1.142,0.956,0.0,0.0,0.0,0.0,0.0
