TradingDay,index_code,prev_close,open_price,high_price,low_price,close_price,turnover_volume,turnover_value,negotiable_mv,change_pct,index_return,net_buy_value,buy_value_xl,sell_value_xl,buy_value_l,sell_value_l,buy_value_m,sell_value_m,buy_value_s,sell_value_s,free_float_mktval
2021-01-12,000905.SH,6455.3987,6425.8148,6543.2286,6425.8148,6543.2286,16231123700.0,199048530439.2,5803711490000.0,1.36056507,0.013605650700000001,6256397105.26,38244763220.41,31051118958.62,31362553545.85,30926657038.11,26922051229.75,27770259323.86,6123095782.36,6648031352.52,5117900457251.28
2021-01-13,000905.SH,6543.2286,6550.0346,6553.6488,6457.881,6496.9131,18491342000.0,222962632352.8,5762630610000.0,-0.70783863,-0.0070783863,-2874576753.94,42449161737.01,40653792420.47,33106822338.46,35434706450.52,28126829903.46,30052146678.75,6361213825.77,6777959008.9,5083284940774.3
2021-01-14,000905.SH,6496.9131,6471.7894,6516.2686,6402.6002,6439.8854,16302381600.0,198732646503.4,5712048170000.0,-0.87776609,-0.008777660900000001,-923295132.31,35612530723.06,36773218182.54,29680261333.12,30279765931.76,27022143042.86,26630424320.56,6589740592.03,6144562388.52,5039719304739.52
2021-01-15,000905.SH,6439.8854,6427.1304,6447.8762,6339.4283,6417.5011,13824319900.0,166962801807.4,5692193760000.0,-0.34758848,-0.0034758847999999997,-3711390772.62,25514994373.46,26918673194.5,24588751070.88,26194095840.12,24896872001.1,25892468849.33,6625088077.32,6331858411.43,5031918509504.8
2021-01-18,000905.SH,6417.5011,6414.8298,6529.4125,6392.0653,6514.4644,13683280700.0,169891546069.1,5779182700000.0,1.51091988,0.015109198800000001,7930588351.97,31996955313.97,23240356834.17,26003895911.67,25508633181.18,24831106704.28,25708263670.99,6079109285.97,6523225177.58,5116617694230.65
2021-01-19,000905.SH,6514.4644,6510.4785,6532.6474,6456.1154,6476.3736,14761671600.0,174545108266.2,5745391180000.0,-0.58471115,-0.005847111499999999,-5946549140.3,28726780396.56,29980787779.53,25350256743.76,27783485742.76,24175447744.23,26214828460.47,6046794684.06,6266726726.15,5087452292759.25
2021-01-20,000905.SH,6476.3736,6477.6683,6535.4751,6449.2835,6535.4185,12852543200.0,153378909111.6,5799832700000.0,0.91169694,0.009116969400000001,3273141256.27,26662921808.78,21821486915.55,23012316251.62,23566808617.23,22769065302.16,23676577096.92,5881721827.13,5988011303.72,5139337401211.85
2021-01-21,000905.SH,6535.4185,6552.0345,6649.8633,6550.8802,6622.4959,15680958700.0,189208745540.8,5877109270000.0,1.3323921,0.013323921,10187297345.33,39054029989.45,28665369908.3,28713492014.83,27940071375.43,25885277357.59,26757686177.67,6045222086.29,6147596641.43,5210764073947.31
2021-01-22,000905.SH,6622.4959,6619.8603,6643.6653,6573.8204,6637.8052,15806231000.0,202861676271.9,5890695420000.0,0.23117115,0.0023117115,-903974082.92,40811790320.96,36835626173.84,29181438054.46,30911658706.16,25209147921.62,27624835992.97,5776474802.72,6510704309.71,5228766888753.83
2021-01-25,000905.SH,6637.8052,6636.2196,6711.5711,6599.9742,6645.3137,16562310300.0,223556746416.0,5899755640000.0,0.11311721,0.0011311721,2280517654.73,47555316924.22,42539790630.8,32785096941.24,33532614270.1,26606675547.27,28189295655.13,5971542628.32,6376413830.29,5238079005854.4
2021-01-26,000905.SH,6645.3137,6621.1481,6624.4493,6515.2584,6532.961,14337131100.0,191892389929.2,5800008130000.0,-1.69070574,-0.0169070574,-3497692395.1,34807177280.5,37586614513.08,27866337370.82,29145556729.0,25137199625.12,25145247651.86,6386634495.69,5817622273.29,5149804204527.29
2021-01-27,000905.SH,6532.961,6527.6804,6564.2855,6481.1571,6557.1608,13976004900.0,174776064769.4,5823440160000.0,0.37042621,0.0037042621,4427044472.34,34521747670.48,29739345669.61,25675753625.73,25408201175.43,23486904208.38,23971380138.72,5917149121.52,6055583170.01,5172449785675.25
2021-01-28,000905.SH,6557.1608,6475.8609,6529.8416,6405.8135,6414.3811,14482540600.0,174817693999.3,5696636950000.0,-2.17746223,-0.0217746223,-3358745082.33,29233261230.26,31588488859.38,25399523949.68,26630436312.9,24348650412.04,24934331325.22,6748038871.92,5934963048.73,5061356988090.14
2021-01-29,000905.SH,6414.3811,6448.6697,6462.3739,6255.7033,6346.1371,14604158100.0,172077242710.4,5636029190000.0,-1.06392182,-0.0106392182,-1843243480.43,27338056896.78,28641480056.82,25256314760.3,26671682565.85,25540294766.49,25713841502.15,6982333196.92,5933238976.1,5007135682002.48
2021-02-01,000905.SH,6346.1371,6338.6445,6397.0135,6328.3355,6393.278,13732518300.0,157579284924.2,5677895240000.0,0.74282826,0.0074282826,4270520000.54,26962689394.16,23720003171.11,23423197214.72,23031189300.0,24052205602.0,23719423987.02,6486810256.89,6183766009.1,5046103720768.68
2021-02-02,000905.SH,6393.278,6404.853,6459.4797,6361.0882,6454.7853,13239431300.0,161720464851.3,5732520110000.0,0.96206203,0.0096206203,1112348177.29,27494362138.78,24107795572.77,24670910690.76,24547547129.07,23448545721.28,24840350188.85,5802587969.3,6808365452.14,5095391055597.3
2021-02-03,000905.SH,6454.7853,6459.6641,6484.4931,6399.3315,6399.3315,14545715500.0,175699413269.2,5683271310000.0,-0.85911146,-0.0085911146,-3379454962.12,31318021928.28,29140589025.69,25071702393.28,26886123694.83,23873032591.63,26593228639.59,5897222245.45,6919492760.65,5051855941545.96
2021-02-04,000905.SH,6399.3315,6375.6723,6414.2983,6249.5311,6328.7881,14886133000.0,173708935488.7,5620621490000.0,-1.10235577,-0.011023557699999999,2383573387.7,28816170621.09,28521697821.31,25671639730.23,26440685874.16,26129668949.84,24912285773.96,7428775142.39,5788011586.42,4999770593953.52
2021-02-05,000905.SH,6328.7881,6343.8303,6382.9572,6236.2674,6239.8709,13513287900.0,162500626708.2,5541653780000.0,-1.40496409,-0.0140496409,-3197815462.03,26694418432.17,27512614577.88,23376559630.83,25034393743.42,23451015815.5,24284382041.69,6129411750.14,6017830727.68,4927202419031.48
2021-02-08,000905.SH,6239.8709,6247.919,6354.0199,6215.7284,6323.1622,11613400400.0,141592202722.8,5615625120000.0,1.33482409,0.013348240899999999,5232309212.26,22504082496.92,19135173947.35,21711125475.89,20877772284.34,22931572911.34,22259162630.84,6265475089.06,5907837898.42,5009190454086.96
2021-02-09,000905.SH,6323.1622,6334.4163,6468.4281,6330.792,6457.8814,11931911000.0,146850922947.9,5736266460000.0,2.13056689,0.021305668899999998,7181332444.5,26144635554.33,19292385291.92,21984928376.42,21203424073.04,22926350080.91,23000170409.08,5960213690.27,6338815483.39,5123154856663.01
2021-02-10,000905.SH,6457.8814,6474.7495,6542.745,6424.7212,6525.1658,11904265900.0,150035763539.9,5796032300000.0,1.04189588,0.0104189588,499685013.89,25821421522.25,22304632329.61,21527438965.33,22446155811.1,22148200523.74,23514024071.33,5770663270.77,6503227056.16,5178872964519.15
2021-02-18,000905.SH,6525.1658,6657.3065,6678.6126,6564.3061,6614.5443,16689239200.0,194996422146.0,5876048390000.0,1.36975064,0.013697506399999998,5177423203.72,39031547069.43,33329503562.16,28773644405.59,28625348750.0,26049585773.87,26651045828.19,6232145431.16,6303601335.98,5254149687578.87
2021-02-19,000905.SH,6614.5443,6600.2459,6706.3901,6542.7821,6703.4821,17876781700.0,201468755509.5,5955056530000.0,1.3445794,0.013445794,16359222386.65,42018006209.61,32386124518.59,31204053791.1,27787722388.56,28729169002.4,26289772641.99,6962759950.19,6091147017.51,5323243471765.99
2021-02-22,000905.SH,6703.4821,6731.5054,6810.9223,6657.056,6657.056,23706558500.0,259948295725.1,5913813780000.0,-0.69256693,-0.0069256693,6257332643.03,56003550400.46,50316029993.45,37719416643.93,37643017100.29,32511526322.51,32431043671.82,6868320822.49,6455390780.8,5290372322291.5
2021-02-23,000905.SH,6657.056,6613.6014,6701.4296,6609.0782,6631.2286,19265686600.0,206144665096.1,5890869940000.0,-0.3879703,-0.003879703,3545561450.58,41162648923.69,37838593578.11,30534764959.84,30584277108.65,26660430282.67,26880210716.61,6487269112.71,5996470424.96,5270766688342.3
2021-02-24,000905.SH,6631.2286,6633.2823,6661.4326,6477.7512,6536.1861,17371883200.0,196797835530.2,5806438680000.0,-1.43325627,-0.0143325627,-858651303.0,32870866891.65,35258328028.04,28668045663.63,30294527804.97,28490649271.46,27239289433.18,7940030292.11,6036098155.66,5196656934500.47
2021-02-25,000905.SH,6536.1861,6600.2054,6609.5637,6484.5547,6499.1528,16206818200.0,171451163368.9,5773540010000.0,-0.56658882,-0.0056658882,-4841054862.41,27551430020.24,28339098376.1,24813878560.88,26838188274.55,24532330565.32,26401372786.61,6407415112.74,6567449684.33,5167537206321.7
2021-02-26,000905.SH,6499.1528,6365.7385,6446.9461,6346.1326,6364.3529,15076020600.0,163655502841.0,5653790140000.0,-2.07411495,-0.020741149499999997,-370029108.6,26041704956.63,26534631750.72,24523305343.58,25054975494.4,24559875390.61,24471946012.17,6517851180.75,5951212722.88,5058145517983.81
2021-03-01,000905.SH,6364.3529,6407.1642,6491.9367,6404.8885,6488.4388,15860843700.0,165792208050.0,5764022200000.0,1.94970175,0.0194970175,6677304178.52,30626729821.83,23913120436.76,24793081796.7,23914118360.71,24557284270.51,25105938058.3,6257660230.96,6624275085.71,5158526161114.48
2021-03-02,000905.SH,6488.4388,6514.0213,6514.0213,6386.4903,6433.3282,16587706900.0,174025453382.7,5715064570000.0,-0.84936611,-0.0084936611,-6555246661.51,28437545921.76,29091077444.86,24551227107.68,27161414182.79,24303638863.66,26967303778.43,6442691473.04,7070554621.57,5115591116958.63
2021-03-03,000905.SH,6433.3282,6426.0369,6528.2217,6420.2068,6524.7513,17101752400.0,169667464343.0,5796280520000.0,1.42108559,0.0142108559,12958677458.64,33299280136.39,23563297620.91,25985397766.9,24053881077.6,25372704265.42,24587147848.63,6655688737.71,6150066900.64,5187640259560.44
2021-03-04,000905.SH,6524.7513,6482.7869,6485.1639,6371.7302,6401.9917,19433461600.0,192657769864.8,5687226740000.0,-1.88144489,-0.0188144489,1856731338.98,36465688783.84,36268429935.45,26526075904.03,27790957841.14,26808335653.42,25520106693.78,7457150266.07,5821024798.01,5087200304982.45
2021-03-05,000905.SH,6401.9917,6325.7517,6442.0155,6319.5318,6403.4964,16650488500.0,163666502404.3,5688563380000.0,0.02350362,0.0002350362,7730285904.57,27884196299.28,25477228324.32,24673473317.17,23460646298.51,25778403690.06,23166367438.11,7362320853.04,5863866194.04,5089228083541.44
2021-03-08,000905.SH,6403.4964,6453.7799,6488.819,6253.6974,6256.4092,16854633900.0,177120047000.4,5557898050000.0,-2.29698263,-0.0229698263,-80775598599.52,14496266219.37,36183010910.58,13285718260.52,38502212180.86,15636512642.56,42468339075.08,4753727083.95,11794260639.4,4970884620381.07
2021-03-09,000905.SH,6256.4092,6235.3139,6250.9352,6033.4082,6108.0027,19643268600.0,181888459397.2,5426060770000.0,-2.37207151,-0.0237207151,4801925805.05,28139430840.6,26843373179.44,27868747704.36,27996783745.06,29714380648.14,27237794632.1,7622633413.16,6465315244.61,4852285365325.01
2021-03-10,000905.SH,6108.0027,6164.7682,6179.8543,6053.0186,6062.2552,14255427900.0,135611236325.7,5389822970000.0,-0.74897642,-0.0074897641999999995,-6329099894.62,18545095255.13,20000111268.69,18439712078.06,20644803885.5,21118613278.49,23392271974.06,6537647609.08,6932980987.13,4818771729481.95
2021-03-11,000905.SH,6062.2552,6074.3345,6213.9343,6045.5492,6213.8319,16081464300.0,149412660862.7,5524586620000.0,2.50033519,0.025003351899999998,10805075418.2,28502187036.49,18373897695.05,22389057007.54,20729318954.43,23087191274.53,23385388156.47,6130432827.38,6815187921.79,4942825876056.19
2021-03-12,000905.SH,6213.8319,6231.4849,6232.5006,6137.9903,6222.3802,17574617800.0,160346945987.6,5532186740000.0,0.1375689,0.001375689,-3108691805.48,27540696098.48,25313928025.57,22631477343.39,24082832868.18,22321764581.61,25073295361.75,6125189072.95,7257762646.41,4950445744246.99
2021-03-15,000905.SH,6222.3802,6192.299,6229.5721,6111.3575,6173.8721,17079969100.0,150564929107.2,5476255400000.0,-0.77957467,-0.0077957467,936223906.95,24464838973.08,23257863674.76,21616991994.0,22207444378.62,22882758013.12,22928602342.63,6785987532.44,6420442209.68,4898588803771.63
2021-03-16,000905.SH,6173.8721,6176.0685,6222.1819,6124.777,6195.2438,15284599200.0,138852788600.2,5495212220000.0,0.34616363,0.0034616363,931107431.33,20848511107.17,20031989481.98,20361321961.05,20457361709.8,22035356646.43,22086769336.86,6646758306.33,6384720061.01,4916032096180.99
2021-03-17,000905.SH,6195.2438,6180.8928,6230.559,6124.0498,6225.3588,13484039600.0,125106921644.8,5521924370000.0,0.48609871,0.0048609871,-196573817.18,18595424601.04,17014037218.18,17827150028.09,18286425920.42,19832914836.88,20824694813.16,6199684453.38,6526589784.81,4939921103464.1
2021-03-18,000905.SH,6225.3588,6231.1932,6300.9446,6227.1926,6273.8556,14072566500.0,137984965631.0,5564941220000.0,0.77902016,0.007790201599999999,3678514986.93,23706634556.81,18283485573.74,20076192845.77,19858916236.6,21002985984.75,22045144535.04,6045926927.1,6965678982.12,4979323637261.64
2021-03-19,000905.SH,6273.8556,6195.2534,6258.1321,6167.507,6206.6023,14323827500.0,143898488142.7,5505287190000.0,-1.07196124,-0.0107196124,-871459452.47,21825126468.66,22496554873.45,20714769997.73,21090699897.79,22395682794.28,22458941700.01,6577935089.9,6338777331.79,4923525595036.74
2021-03-22,000905.SH,6206.6023,6208.9317,6307.5479,6206.081,6305.6919,14304144500.0,138484393048.5,5593180220000.0,1.59651924,0.015965192399999998,10115260308.8,23941524788.43,16483898869.45,21190429885.09,19383588812.24,22613182122.1,22044018595.75,6554689888.04,6273060097.42,5002789604554.61
2021-03-23,000905.SH,6305.6919,6307.9803,6307.9803,6181.1338,6219.1666,15096405200.0,144085644479.5,5516431790000.0,-1.37217773,-0.0137217773,-7885778810.22,19930884283.72,24637132610.1,19648343298.33,21934476373.58,21768440673.97,22924503414.42,6752264584.11,6489599252.25,4933490356883.99
2021-03-24,000905.SH,6219.1666,6180.3124,6232.1309,6131.8232,6142.5439,14767311100.0,137684570621.8,5448467100000.0,-1.23204128,-0.0123204128,6528277042.84,22116108222.74,18331502766.42,19558144396.18,19581143401.94,22848551467.92,21670901692.12,7583619750.57,5994598934.09,4871100747231.31
2021-03-25,000905.SH,6142.5439,6118.8697,6190.9381,6108.2613,6157.4072,12930709300.0,122101589124.7,5461650910000.0,0.24197304,0.0024197304,6043941707.51,19510500454.57,17287004880.58,17563113520.07,16450849991.29,19954795949.87,18574845595.99,7044355496.9,5716123246.04,4883379947348.32
2021-03-26,000905.SH,6157.4072,6164.8237,6264.5552,6164.8237,6251.7941,12888761000.0,130405073058.5,5548416360000.0,1.53290008,0.015329000800000001,11546597671.97,24584332684.0,16095148361.05,18713103383.23,17300999599.77,21089972065.25,20066614274.11,6588427237.92,5966475463.5,4957850999544.54
2021-03-29,000905.SH,6251.7941,6269.9988,6277.7649,6215.798,6254.9426,13963389400.0,137607136706.5,5551210640000.0,0.05036154,0.0005036154,-2102936553.1,22039241194.45,19643999279.3,18854157019.58,20164845871.0,20773992831.84,22829162807.12,6084709036.52,7217028678.07,4961310542935.81
2021-03-30,000905.SH,6254.9426,6239.4695,6287.8738,6217.3269,6280.359,13440958400.0,138902652260.9,5573767440000.0,0.40634106,0.0040634106,1856431566.4,23807444385.33,20701189272.79,19733611790.16,19520356992.71,20848275780.51,21777100112.86,5990209963.0,6524463974.24,4983997142157.52
2021-03-31,000905.SH,6280.359,6277.696,6277.696,6205.9386,6254.0695,12512849200.0,124539602404.6,5550435740000.0,-0.41859868,-0.0041859868,-3558262164.16,18167658537.36,18324989575.22,16952644963.21,18004391439.6,19418720096.57,21042955141.72,5951646528.28,6676596133.04,4963007191179.89
2021-04-01,000905.SH,6254.0695,6259.4135,6321.5796,6238.3074,6311.6644,13037481800.0,124971608809.6,5601002240000.0,0.92091877,0.0092091877,5903734034.11,20559190468.56,15544220589.26,18313146921.75,17301928011.3,20351331343.01,20370022851.24,6214002693.52,6317765940.93,5011054582220.45
2021-04-02,000905.SH,6311.6644,6316.5561,6341.6545,6291.7144,6326.6059,12393887100.0,125309449743.9,5614261320000.0,0.23672837,0.0023672836999999998,-2920981941.62,17342387833.32,15667693590.9,17869461568.51,18785111647.99,20151648324.21,22409754255.82,5830736180.11,7252656353.06,5024383467041.7
2021-04-06,000905.SH,6326.6059,6345.8913,6367.7849,6323.2422,6343.0962,11148915800.0,115979707861.0,5628894910000.0,0.26065003,0.0026065003,-1455025563.43,16369951347.57,14510645733.8,16062624555.38,16922318253.63,18788094648.61,20484953365.4,6041670602.41,6799449364.57,5037445043895.89
2021-04-07,000905.SH,6343.0962,6350.3783,6350.3783,6289.0653,6348.0761,15001677500.0,139659141224.5,5633314130000.0,0.07850898,0.0007850898,503497684.74,24725192796.7,21591265151.89,19325761326.67,20046957326.58,20242212212.29,21465114855.39,5788153124.45,6474484441.51,5039458488782.5
2021-04-08,000905.SH,6348.0761,6332.9263,6385.1951,6309.1232,6356.7526,17374127800.0,147432805257.3,5641013740000.0,0.13667921,0.0013667921,1950636247.42,24654454285.46,21171656716.19,21236750303.38,21293067174.81,22108528486.09,23146425567.3,6218962036.32,6656909405.53,5047401361262.55
2021-04-09,000905.SH,6356.7526,6345.2896,6360.4497,6307.6558,6335.2393,14130690000.0,127539220387.4,5624212030000.0,-0.33843224,-0.0033843224,342015276.86,20441735283.61,18836475623.17,18354923689.6,18924518951.8,19434567627.58,20261058925.36,5709391236.98,5576549060.58,5028783591733.96
2021-04-12,000905.SH,6335.2393,6325.2643,6344.1623,6203.569,6226.4182,15544143900.0,142018338674.3,5527604330000.0,-1.71771096,-0.0171771096,-1799347000.43,20646679993.85,22801334118.53,20379205776.27,21961079022.72,22313881129.28,21756911135.25,6769728943.07,5389518566.4,4940260805974.93
2021-04-13,000905.SH,6226.4182,6210.2229,6254.897,6193.8091,6209.7801,13038770900.0,116032381971.2,5512833580000.0,-0.26721784,-0.0026721784,1446809260.39,15915489011.63,15627136739.44,16879310580.86,17103435289.33,19411631848.78,19098468944.76,6533164179.61,5463745386.96,4928900335424.91
2021-04-14,000905.SH,6209.7801,6206.6373,6287.8377,6206.6373,6277.2111,11743821700.0,107282816415.8,5572696590000.0,1.08588386,0.0108588386,6432394765.49,17087138814.89,12215260876.09,15949027258.53,14910504899.8,18106293684.65,17841890956.18,5715145837.91,5457554098.42,4984789106042.16
2021-04-15,000905.SH,6277.2111,6263.6281,6281.4258,6211.6602,6276.4609,11977617600.0,111582123998.5,5572030610000.0,-0.01195117,-0.00011951170000000001,1373000256.42,15714048657.89,14777763500.02,16392025093.5,16288571338.48,18536072501.54,18555845142.31,5835415879.93,5482381895.63,4984543597650.06
2021-04-16,000905.SH,6276.4609,6283.8616,6344.9465,6276.4319,6339.5906,12676465300.0,119984627677.6,5628075010000.0,1.00581683,0.010058168300000002,10717502971.08,17503649981.42,13244531113.84,18142451366.63,16267849340.09,22289247159.71,19604299172.62,7415716822.13,5516882732.26,5032628889504.91
2021-04-19,000905.SH,6339.5906,6331.7097,6431.7772,6315.0828,6425.2606,14220093000.0,144720530841.8,5704129920000.0,1.35134909,0.013513490900000001,7596896415.42,25316197430.55,18314383022.44,21717931470.73,21136346760.59,22981235690.98,23056747676.04,6143349041.8,6054339759.57,5103988285382.33
2021-04-20,000905.SH,6425.2606,6419.7312,6467.3806,6410.2782,6428.5411,13467452300.0,143364748864.1,5707042280000.0,0.05105629,0.0005105629,-1553084527.87,22750502804.86,20569977682.73,20678433197.7,21297524464.62,21511142269.91,23662179316.9,5965753900.88,6929235236.97,5102746927390.13
2021-04-21,000905.SH,6428.5411,6396.2721,6434.6303,6369.7696,6420.2587,12105173300.0,128354894323.3,5699689460000.0,-0.12883794,-0.0012883794000000002,-935992502.34,21066839161.6,20890818946.91,17782479824.8,18063559806.2,19471879517.53,20043113986.61,5388252412.21,5647950678.76,5099276154511.25
2021-04-22,000905.SH,6420.2587,6444.2841,6472.8037,6424.7538,6445.4657,12492387700.0,131906162234.2,5722067360000.0,0.39261658,0.0039261658,1679605855.3,24909480138.04,19854938011.04,17973156648.28,18532629686.03,18650459075.0,20525040832.42,5259788188.72,6200669665.25,5119347477049.41
2021-04-23,000905.SH,6445.4657,6445.5162,6463.9749,6412.9875,6462.7558,12611730600.0,135170990907.5,5737416950000.0,0.26825215,0.0026825215000000004,3626493425.98,24593103879.64,19910177388.01,18086965907.46,18597822009.78,20332031633.92,21192209269.48,6386640751.22,6072040078.99,5134800485032.92
2021-04-26,000905.SH,6462.7558,6480.3,6546.6427,6437.1905,6442.6451,14496413900.0,166586765811.5,5719563350000.0,-0.3111784,-0.0031117840000000003,-1392998741.02,32565763485.39,28570902567.05,22811740919.77,24816987861.63,21628389683.98,24522157640.07,5590989451.64,6079834213.05,5121415089807.95
2021-04-27,000905.SH,6442.6451,6434.6133,6466.252,6399.4358,6446.2822,12589471200.0,138320089612.0,5722794160000.0,0.05645352,0.0005645352,118328392.88,22781259414.42,23005196271.4,19817614789.87,20195050111.36,20519264678.38,20512074915.3,6101070125.29,5388559317.02,5124332806885.25
2021-04-28,000905.SH,6446.2822,6433.0989,6489.7441,6410.3174,6489.7441,11723494300.0,136377845945.8,5761616790000.0,0.67421653,0.0067421653,5257855032.96,24796708299.61,20085321960.4,20305905702.3,19762695661.85,20227715988.01,20280561729.18,5487520504.82,5431416110.35,5159427951645.97
2021-04-29,000905.SH,6489.7441,6495.6457,6502.425,6453.5198,6491.9281,12830543900.0,145502311777.1,5763555840000.0,0.0336531,0.000336531,-91220127.83,25919546277.58,24607198930.56,20845413358.45,21576419123.41,20546773107.81,21056262601.33,5393813086.14,5556885302.51,5166949951873.38
2021-04-30,000905.SH,6491.9281,6470.3528,6503.1544,6434.7302,6485.7075,14425423900.0,163746329854.7,5757908990000.0,-0.09582053,-0.0009582053,2568178260.39,30444485434.12,26629865438.17,23635330877.15,24362802140.6,23089479283.49,23780683992.81,5987958467.86,5815724230.65,5164390631173.31
2021-05-06,000905.SH,6485.7075,6503.6009,6548.0656,6440.3308,6489.3485,15414198100.0,167436128821.0,5761141360000.0,0.05613883,0.0005613883,2218056665.07,33187773019.49,29072844828.28,23361935621.11,24405335903.5,22714695512.61,23332239872.76,5562688595.68,5798615479.28,5167501712553.57
2021-05-07,000905.SH,6489.3485,6505.5752,6524.1804,6439.8945,6444.4429,17751874900.0,177915642405.9,5721274930000.0,-0.69198934,-0.0069198934,4890906257.58,37319805258.46,32248162472.9,25317201918.99,25690328486.71,23005765630.34,23356466995.03,5760501529.42,5217410124.99,5132359324497.0
2021-05-10,000905.SH,6444.4429,6461.4184,6493.4965,6437.1068,6475.9938,18908013400.0,180906623674.1,5749285320000.0,0.48958305,0.0048958305,8660584481.83,38859013189.79,30459895240.38,26433454188.84,26024789842.33,23665811456.33,23947211957.66,5825325248.77,5691122561.53,5157461508690.03
2021-05-11,000905.SH,6475.9938,6436.2918,6472.8694,6349.7869,6456.0376,18726361100.0,175350134124.8,5731015520000.0,-0.30815656,-0.0030815656000000003,-1161770920.28,32877820149.0,34744621080.81,25168457208.79,25242175696.97,23124098241.18,22697616023.78,5923806008.79,5571539726.48,5138336984058.57
2021-05-12,000905.SH,6456.0376,6434.9139,6521.4879,6419.7374,6512.0501,15649093000.0,150127199439.1,5780737700000.0,0.86759873,0.0086759873,8571230940.35,29754679591.87,22670972614.49,22073043424.03,21418461610.72,21845622242.88,21332275159.45,5675869936.07,5356274869.84,5187201273356.04
2021-05-13,000905.SH,6512.0501,6448.9598,6496.9964,6426.5758,6439.0273,15965864600.0,155853650959.6,5715915500000.0,-1.12134887,-0.011213488700000001,-2726132851.65,26576837019.15,29029873102.9,22042398703.35,22965453334.99,22109020475.9,21933581230.59,5835502860.89,5360984242.46,5129675778869.27
2021-05-14,000905.SH,6439.0273,6454.6791,6525.8036,6421.2082,6525.8036,16624340700.0,163611264403.2,5792946500000.0,1.34766163,0.013476616299999999,10424452073.67,29648111954.8,23211140725.64,25475469702.03,24324233462.42,25369167192.58,23645377912.47,6525109394.63,5412654069.84,5200017911350.97
2021-05-17,000905.SH,6525.8036,6521.8855,6613.8947,6521.8855,6578.1402,15936375800.0,172029261941.2,5839405610000.0,0.80199472,0.0080199472,6029150532.12,32433445590.15,27053841151.5,25912525233.82,25511855944.87,24503171874.33,24656490172.07,6180063543.81,5777868441.55,5245967123075.11
