TradingDay,index_code,prev_close,open_price,high_price,low_price,close_price,turnover_volume,turnover_value,change_pct,negotiable_mv,index_return
2020-12-28,000905.SH,6278.4981,6283.7821,6288.2442,6219.091,6244.4818,14896021400.0,160495558567.3,-0.5417904,5532529810000.0,-0.005417904
2020-12-29,000905.SH,6244.4818,6240.7355,6280.0396,6196.4147,6199.8523,15447603200.0,155674658940.1,-0.71470302,5492988650000.0,-0.0071470302
2020-12-30,000905.SH,6199.8523,6196.4505,6289.2704,6188.5931,6269.2484,13804167300.0,148227835332.6,1.1193186,5554472700000.0,0.011193185999999999
2020-12-31,000905.SH,6269.2484,6282.9576,6370.5695,6281.0138,6367.1149,16019408600.0,174289318594.1,1.56105635,5641181190000.0,0.0156105635
2021-01-04,000905.SH,6367.1149,6395.6118,6501.5892,6359.0797,6482.7868,18662120900.0,211126911334.4,1.81670822,5743664990000.0,0.0181670822
2021-01-05,000905.SH,6482.7868,6470.2503,6539.7315,6452.5245,6539.7315,19672629200.0,227033005056.2,0.87839847,5793966670000.0,0.0087839847
2021-01-06,000905.SH,6539.7315,6549.731,6569.199,6472.7446,6528.1425,17852108600.0,209333367288.0,-0.17720911,5783699230000.0,-0.0017720911
2021-01-07,000905.SH,6528.1425,6523.6756,6567.2727,6467.4371,6538.1162,19713564100.0,219238806494.6,0.15278006,5792535540000.0,0.0015278006
2021-01-08,000905.SH,6538.1162,6541.5576,6598.3812,6484.3979,6557.5964,18083742900.0,207113827943.6,0.29794821,5809794320000.0,0.0029794821
2021-01-11,000905.SH,6557.5964,6557.4528,6572.8538,6419.731,6455.3987,18325727100.0,217940399022.5,-1.55846279,5725084950000.0,-0.015584627900000002
2021-01-12,000905.SH,6455.3987,6425.8148,6543.2286,6425.8148,6543.2286,16231123700.0,199048530439.2,1.36056507,5803711490000.0,0.013605650700000001
2021-01-13,000905.SH,6543.2286,6550.0346,6553.6488,6457.881,6496.9131,18491342000.0,222962632352.8,-0.70783863,5762630610000.0,-0.0070783863
